,Trial ID,Title,Altmetric Attention Score,Condition
4521,NCT04580485,"A Phase 1, Open-Label, Multicenter Study of INCB106385 as Monotherapy or in Combination With Immunotherapy in Participants With Advanced Solid Tumors",1.0,Hepatocellular Carcinoma
4522,NCT04580485,"A Phase 1, Open-Label, Multicenter Study of INCB106385 as Monotherapy or in Combination With Immunotherapy in Participants With Advanced Solid Tumors",1.0,Pancreatic Ductal Adenocarcinoma
4523,NCT04580485,"A Phase 1, Open-Label, Multicenter Study of INCB106385 as Monotherapy or in Combination With Immunotherapy in Participants With Advanced Solid Tumors",1.0,Squamous Carcinoma of the Anal Canal
4524,NCT04581187,An onLine-pLatform to Improve Patient-centered Care During the COVID-19 pAndemic: a GIMEMA surveillaNce Program in hematologiC malignanciEs,1.0,Hematologic Malignancies
4525,NCT04583423,"A Phase 2b Randomized, Double-Blind, Placebo-Controlled Study to Evaluate the Efficacy and Safety of MK-3655 in Individuals With Pre-cirrhotic Nonalcoholic Steatohepatitis.",1.0,Nonalcoholic Steatohepatitis
4526,NCT04587388,Towards Personalized Medicine for Refractory/Relapsed Follicular Lymphoma Patients: the Cantera/Lupiae Registry,1.0,Follicular Lymphoma
4527,NCT04587388,Towards Personalized Medicine for Refractory/Relapsed Follicular Lymphoma Patients: the Cantera/Lupiae Registry,1.0,Relapsed/Refractory Follicular Lymphoma
4528,NCT04587856,Molecular Mechanisms of Disease Relapse After Allogenic Stem Cell Transplantation in Patients With Myelodysplastic Syndrome,1.0,Myelodysplastic Syndromes
4529,NCT04589728,"Prospective and Retrospective Observational Evaluation of Real World Outcome of Unfit Patients With Acute Myeloid Leukemia Treated With the Combination Venetoclax Plus Hypomethylating Agents, Under the Italian Law No.648/96",1.0,Acute Myeloid Leukemia
4530,NCT04590560,What is the Best Interval to Screen Women 45-49 and 70-74 for Breast Cancer,1.0,Breast Cancer
4531,NCT04598555,A Multi-centre Multi-country Prospective obseRvatIonal Study on Patterns of Care of Mild Asthmatic patiEnts,1.0,Asthma
4532,NCT04604067,"Assessing a Circulating Tumor (ctDNA) and Positron Emission Tomography (PET)-Oriented Therapy in Patients With Diffuse Large B-cell Lymphoma (DLBCL). A Multicenter, Open-label, Phase II Trial.",1.0,Diffuse Large B-cell Lymphoma
4533,NCT04611399,MIND-VR: Virtual Reality for COVID-19 Operators' Psychological Support,1.0,Stress Related Disorder
4534,NCT04613921,Liver Transplantation in Patients With CirrHosis and Severe Acute-on-Chronic Liver Failure (ACLF): iNdications and outComEs,1.0,Liver Diseases
4535,NCT04613921,Liver Transplantation in Patients With CirrHosis and Severe Acute-on-Chronic Liver Failure (ACLF): iNdications and outComEs,1.0,Liver Cirrhosis
4536,NCT04613921,Liver Transplantation in Patients With CirrHosis and Severe Acute-on-Chronic Liver Failure (ACLF): iNdications and outComEs,1.0,Acute-On-Chronic Liver Failure
4537,NCT04613921,Liver Transplantation in Patients With CirrHosis and Severe Acute-on-Chronic Liver Failure (ACLF): iNdications and outComEs,1.0,Liver Transplant
4538,NCT04613921,Liver Transplantation in Patients With CirrHosis and Severe Acute-on-Chronic Liver Failure (ACLF): iNdications and outComEs,1.0,Complications
4539,NCT04614246,"A Randomized, Double-blind, Open for Active Comparator, Parallel-group, Multicenter Phase 2b Study to Assess the Efficacy and Safety of Three Different Doses of P2X3 Antagonist (BAY1817080) Versus Placebo and Elagolix 150 mg in Women With Symptomatic Endometriosis",1.0,Endometriosis
4540,NCT04624204,"A Randomized, Double-blind, Placebo-controlled Phase 3 Study of Pembrolizumab (MK-3475) in Combination With Concurrent Chemoradiation Therapy Followed by Pembrolizumab With or Without Olaparib (MK-7339), Compared to Concurrent Chemoradiation Therapy Alone in Participants With Newly Diagnosed Treatment-Naïve Limited-Stage Small Cell Lung Cancer (LS-SCLC)",1.0,Small Cell Lung Cancer
4541,NCT04625023,A Master Protocol Empowering Mechanobiology Translation Research in Breast Cancer,1.0,Breast Cancer
4542,NCT04625907,FaR-RMS: An Overarching Study for Children and Adults With Frontline and Relapsed RhabdoMyoSarcoma,1.0,Rhabdomyosarcoma
4543,NCT04627896,Safety and Efficacy of a Novel 3D Cartography-based Targeted Microwave Focal Therapy Device in Men With Localized Low to Intermediate-risk Prostate Cancer,1.0,Prostate Cancer Stage I
4544,NCT04640532,"An Open-Label, Multicenter, Phase 1b/2 Study of the Safety and Efficacy of KRT-232 in Combination With TL-895 for the Treatment of Relapsed or Refractory Myelofibrosis and KRT-232 for the Treatment of JAK Inhibitor Intolerant Myelofibrosis.",1.0,Myelofibrosis
4545,NCT04640532,"An Open-Label, Multicenter, Phase 1b/2 Study of the Safety and Efficacy of KRT-232 in Combination With TL-895 for the Treatment of Relapsed or Refractory Myelofibrosis and KRT-232 for the Treatment of JAK Inhibitor Intolerant Myelofibrosis.",1.0,Post-PV MF
4546,NCT04640532,"An Open-Label, Multicenter, Phase 1b/2 Study of the Safety and Efficacy of KRT-232 in Combination With TL-895 for the Treatment of Relapsed or Refractory Myelofibrosis and KRT-232 for the Treatment of JAK Inhibitor Intolerant Myelofibrosis.",1.0,Post-ET Myelofibrosis
4547,NCT04640532,"An Open-Label, Multicenter, Phase 1b/2 Study of the Safety and Efficacy of KRT-232 in Combination With TL-895 for the Treatment of Relapsed or Refractory Myelofibrosis and KRT-232 for the Treatment of JAK Inhibitor Intolerant Myelofibrosis.",1.0,Primary Myelofibrosis
4548,NCT04654494,Colorectal Cancer in Crohn's Disease: Long Term Outcomes of Different Surgical Procedures,1.0,Crohn Disease
4549,NCT04654494,Colorectal Cancer in Crohn's Disease: Long Term Outcomes of Different Surgical Procedures,1.0,Colorectal Cancer
4550,NCT04654494,Colorectal Cancer in Crohn's Disease: Long Term Outcomes of Different Surgical Procedures,1.0,Inflammatory Bowel Diseases
4551,NCT04655118,"A Phase 2, Open-label, Multicenter Study of TL-895 in Subjects With Relapsed/Refractory Myelofibrosis, Janus Kinase Inhibitor Intolerant Myelofibrosis and Janus Kinase Inhibitor Treatment Ineligible Myelofibrosis",1.0,Myelofibrosis
4552,NCT04657991,"A PHASE 3, RANDOMIZED, DOUBLE-BLIND STUDY OF ENCORAFENIB AND BINIMETINIB PLUS PEMBROLIZUMAB VERSUS PLACEBO PLUS PEMBROLIZUMAB IN PARTICIPANTS WITH BRAF V600E/K MUTATION-POSITIVE METASTATIC OR UNRESECTABLE LOCALLY ADVANCED MELANOMA",1.0,Melanoma
4553,NCT04659551,Engaging the Immune System to Improve the Efficacy of Neoadjuvant Chemo-endocrine Therapy for Premenopausal Luminal B Breast Cancer Patients,1.0,Breast Cancer
4554,NCT04669119,"Effects of Bromelain and Boswellia Serrata Casperome With Centella Asiatica and Thiamine, Riboflavin, Pyridoxine, Vitamin D, Superoxide Dismutase on Edema, Paresthesia and Postoperative Pain After Quadrantectomy With or Without Sentinel Lymph Node Biopsy: Blinded Randomized Controlled Study",1.0,Breast Cancer Female
4555,NCT04669119,"Effects of Bromelain and Boswellia Serrata Casperome With Centella Asiatica and Thiamine, Riboflavin, Pyridoxine, Vitamin D, Superoxide Dismutase on Edema, Paresthesia and Postoperative Pain After Quadrantectomy With or Without Sentinel Lymph Node Biopsy: Blinded Randomized Controlled Study",1.0,"Pain, Postoperative"
4556,NCT04673240,"CLINICAL EFFECT OF BOTULINUM TOXIN TYPE A IN THE TREATMENT OF SPASTICITY AFTER TRAUMATIC BRAIN INJURY, SPINAL CORD INJURY OR IN MULTIPLE SCLEROSIS PATIENTS: AN OBSERVATIONAL STUDY",1.0,Spasticity
4557,NCT04673240,"CLINICAL EFFECT OF BOTULINUM TOXIN TYPE A IN THE TREATMENT OF SPASTICITY AFTER TRAUMATIC BRAIN INJURY, SPINAL CORD INJURY OR IN MULTIPLE SCLEROSIS PATIENTS: AN OBSERVATIONAL STUDY",1.0,Brain Injuries
4558,NCT04673240,"CLINICAL EFFECT OF BOTULINUM TOXIN TYPE A IN THE TREATMENT OF SPASTICITY AFTER TRAUMATIC BRAIN INJURY, SPINAL CORD INJURY OR IN MULTIPLE SCLEROSIS PATIENTS: AN OBSERVATIONAL STUDY",1.0,Spinal Cord Injuries
4559,NCT04673240,"CLINICAL EFFECT OF BOTULINUM TOXIN TYPE A IN THE TREATMENT OF SPASTICITY AFTER TRAUMATIC BRAIN INJURY, SPINAL CORD INJURY OR IN MULTIPLE SCLEROSIS PATIENTS: AN OBSERVATIONAL STUDY",1.0,Multiple Sclerosis
4560,NCT04674683,"A Multicenter, Randomized, Double-Blind Phase 3 Study of HBI-8000 Combined With Nivolumab Versus Placebo With Nivolumab in Patients With Unresectable or Metastatic Melanoma Not Previously Treated With PD-1 or PD-L1 Inhibitors",1.0,Unresectable or Metastatic Melanoma
4561,NCT04674683,"A Multicenter, Randomized, Double-Blind Phase 3 Study of HBI-8000 Combined With Nivolumab Versus Placebo With Nivolumab in Patients With Unresectable or Metastatic Melanoma Not Previously Treated With PD-1 or PD-L1 Inhibitors",1.0,Progressive Brain Metastasis
4562,NCT04676334,CATCH-R: A Rollover Study to Provide Continued Access to Clinical Therapy With Rucaparib,1.0,Metastatic Castration-Resistant Prostate Cancer
4563,NCT04676334,CATCH-R: A Rollover Study to Provide Continued Access to Clinical Therapy With Rucaparib,1.0,Ovarian Cancer
4564,NCT04676334,CATCH-R: A Rollover Study to Provide Continued Access to Clinical Therapy With Rucaparib,1.0,Epithelial Ovarian Cancer
4565,NCT04676334,CATCH-R: A Rollover Study to Provide Continued Access to Clinical Therapy With Rucaparib,1.0,Fallopian Tube Cancer
4566,NCT04676334,CATCH-R: A Rollover Study to Provide Continued Access to Clinical Therapy With Rucaparib,1.0,Peritoneal Cancer
4567,NCT04676334,CATCH-R: A Rollover Study to Provide Continued Access to Clinical Therapy With Rucaparib,1.0,Other Solid Tumor
4568,NCT04681534,A Double-blind Crossover Study to Evaluate the Safety and Efficacy of Adaptive Deep Brain Stimulation Delivered Through AlphaDBS System in Patients With Parkinson's Disease,1.0,Parkinson Disease
4569,NCT04684940,"A Phase 1/2 Safety, Tolerability, and Efficacy Study of BMN 270, an Adeno-Associated Virus Vector-Mediated Gene Transfer of Human Factor VIII in Hemophilia A Patients With Active or Prior Inhibitors",1.0,Hemophilia A With Inhibitor
4570,NCT04684940,"A Phase 1/2 Safety, Tolerability, and Efficacy Study of BMN 270, an Adeno-Associated Virus Vector-Mediated Gene Transfer of Human Factor VIII in Hemophilia A Patients With Active or Prior Inhibitors",1.0,Hemophilia A With Anti Factor VIII
4571,NCT04689347,"Phase 1b Trial of 5-fluorouracil, Leucovorin, Irinotecan in Combination With Temozolomide (FLIRT) and Bevacizumab for the First-line Treatment of Patients With MGMT Silenced, Microsatellite Stable Metastatic Colorectal Cancer.",1.0,Metastatic Colorectal Cancer
4572,NCT04698213,Phase II Study of Avelumab Plus Intermittent Axitinib in Previously Untreated Patients With Metastatic Renal Cell Carcinoma (Tide-A Study),1.0,Renal Carcinoma Metastatic
4573,NCT04700072,A Phase 1/2 Open-Label Rolling-Arm Umbrella Platform Design of Investigational Agents With or Without Pembrolizumab or Pembrolizumab Alone in Participants With Melanoma (KEYMAKER-U02): Substudy 02D,1.0,Melanoma
4574,NCT04703543,Pilot Study Evaluating the Role of Both PSMA and 64Cu-PET/CT Total Body in Patients With Locally Relapsed Prostate Cancer,1.0,Prostate Neoplasms
4575,NCT04717414,"A Phase 3, Double-blind, Randomized Study to Compare the Efficacy and Safety of Luspatercept (ACE-536) Versus Placebo in Subjects With Myeloproliferative Neoplasm-Associated Myelofibrosis on Concomitant JAK Inhibitor Therapy and Who Require Red Blood Cell Transfusions",1.0,Myeloproliferative Disorders
4576,NCT04717414,"A Phase 3, Double-blind, Randomized Study to Compare the Efficacy and Safety of Luspatercept (ACE-536) Versus Placebo in Subjects With Myeloproliferative Neoplasm-Associated Myelofibrosis on Concomitant JAK Inhibitor Therapy and Who Require Red Blood Cell Transfusions",1.0,Myelofibrosis
4577,NCT04717414,"A Phase 3, Double-blind, Randomized Study to Compare the Efficacy and Safety of Luspatercept (ACE-536) Versus Placebo in Subjects With Myeloproliferative Neoplasm-Associated Myelofibrosis on Concomitant JAK Inhibitor Therapy and Who Require Red Blood Cell Transfusions",1.0,Primary Myelofibrosis
4578,NCT04717414,"A Phase 3, Double-blind, Randomized Study to Compare the Efficacy and Safety of Luspatercept (ACE-536) Versus Placebo in Subjects With Myeloproliferative Neoplasm-Associated Myelofibrosis on Concomitant JAK Inhibitor Therapy and Who Require Red Blood Cell Transfusions",1.0,Post-Polycythemia Vera Myelofibrosis
4579,NCT04717414,"A Phase 3, Double-blind, Randomized Study to Compare the Efficacy and Safety of Luspatercept (ACE-536) Versus Placebo in Subjects With Myeloproliferative Neoplasm-Associated Myelofibrosis on Concomitant JAK Inhibitor Therapy and Who Require Red Blood Cell Transfusions",1.0,Anemia
4580,NCT04721002,"MEDICI - t(11;14) and BCL2 Expression in Patients With Multiple Myeloma: Prevalence, Stability Across Lines of Therapy and Concordance Across Sample Types",1.0,Multiple Myeloma (MM)
4581,NCT04722575,"""NEOadjuvant Plus Adjuvant Therapy With Combination or Sequence of Vemurafenib, cobImetinib, and atezolizuMab in Patients With High-risk, Surgically Resectable BRAF Mutated and Wild-type Melanoma""",1.0,Melanoma
4582,NCT04730999,"A Phase II, Single Arm Study of CarbopLatin Plus Etoposide With Bevacizumab and Atezolizumab in Patients With exTEnded-disease Small-cell Lung Cancer (SCLC)",1.0,Small Cell Lung Cancer
4583,NCT04744389,"Optimization of an Evidence-based Organizational Model of Liver and Pancreas Transplant Using Cardiac Death Donors: a Pilot, Prospective, Randomized, Multicenter Study for the Comparison of Hypothermic Versus Normothermic Ex-vivo Preservation.",1.0,End Stage Liver DIsease
4584,NCT04759846,"'An Open Label, Multicentre, Phase I Study to Evaluate the Impact of Moderate and Severe Hepatic Impairments on the Pharmacokinetics and Safety of Encorafenib in Combination With Binimetinib in Adult Patients With Unresectable or Metastatic BRAF V600-mutant Solid Tumors'.",1.0,BRAF V600 Mutation
4585,NCT04759846,"'An Open Label, Multicentre, Phase I Study to Evaluate the Impact of Moderate and Severe Hepatic Impairments on the Pharmacokinetics and Safety of Encorafenib in Combination With Binimetinib in Adult Patients With Unresectable or Metastatic BRAF V600-mutant Solid Tumors'.",1.0,Unresectable Melanoma
4586,NCT04759846,"'An Open Label, Multicentre, Phase I Study to Evaluate the Impact of Moderate and Severe Hepatic Impairments on the Pharmacokinetics and Safety of Encorafenib in Combination With Binimetinib in Adult Patients With Unresectable or Metastatic BRAF V600-mutant Solid Tumors'.",1.0,Metastatic Melanoma
4587,NCT04759846,"'An Open Label, Multicentre, Phase I Study to Evaluate the Impact of Moderate and Severe Hepatic Impairments on the Pharmacokinetics and Safety of Encorafenib in Combination With Binimetinib in Adult Patients With Unresectable or Metastatic BRAF V600-mutant Solid Tumors'.",1.0,Hepatic Impairment
4588,NCT04766983,Cohort Study to Evaluate the Incidence of Ventilator-associated Pneumonia by Means of Bronchoalveolar Lavage in Patients With Severe SARS-CoV-2 Infection,1.0,Ventilator Associated Pneumonia
4589,NCT04766983,Cohort Study to Evaluate the Incidence of Ventilator-associated Pneumonia by Means of Bronchoalveolar Lavage in Patients With Severe SARS-CoV-2 Infection,1.0,Covid19
4590,NCT04770896,"A Phase III, Open-Label, Randomized Study of Atezolizumab With Lenvatinib or Sorafenib Versus Lenvatinib or Sorafenib Alone in Hepatocellular Carcinoma Previously Treated With Atezolizumab and Bevacizumab",1.0,Unresectable Hepatocellular Carcinoma
4591,NCT04773015,A Post-Authorisation Safety Study to Evaluate the Effectiveness of VIZAMYL™ Reader Training in Europe,1.0,Cognitive Impairment
4592,NCT04773080,"Incidence, Risk Factors and Consequences of Acute Kidney Injury in Patients Undergoing Esophageal Cancer Surgery: a Historical Cohort Study",1.0,Acute Kidney Injury
4593,NCT04773080,"Incidence, Risk Factors and Consequences of Acute Kidney Injury in Patients Undergoing Esophageal Cancer Surgery: a Historical Cohort Study",1.0,Postoperative Complications
4594,NCT04776213,"A 2-year Follow-up Study to Assess Cognition and Health-related Quality of Life in Participants With Highly-active Relapsing Multiple Sclerosis, Having Participated in the CLARIFY MS Trial (CLARIFY MS Extension)",1.0,Multiple Sclerosis
4595,NCT04776655,Phase III Study in mCRC Patients With RAS/BRAF Wild Type Tissue and RAS Mutated in LIquid BIopsy to Compare in First-line Therapy FOLFIRI Plus CetuxiMAb or BevacizumaB (LIBImAb Study),1.0,Colorectal Cancer
4596,NCT04776655,Phase III Study in mCRC Patients With RAS/BRAF Wild Type Tissue and RAS Mutated in LIquid BIopsy to Compare in First-line Therapy FOLFIRI Plus CetuxiMAb or BevacizumaB (LIBImAb Study),1.0,Metastatic Colorectal Cancer
4597,NCT04776655,Phase III Study in mCRC Patients With RAS/BRAF Wild Type Tissue and RAS Mutated in LIquid BIopsy to Compare in First-line Therapy FOLFIRI Plus CetuxiMAb or BevacizumaB (LIBImAb Study),1.0,RAS Mutation
4598,NCT04777851,"A Phase III, Multicenter, Randomized, Open-label Trial to Evaluate the Safety and Efficacy of Systemic Therapy With Regorafenib and Pembrolizumab Versus Locoregional Therapy With Transarterial Chemoembolization or Transarterial Radioembolization, for the First-line Treatment of Intermediate-stage Hepatocellular Carcinoma With Beyond Up-to-7 Criteria",1.0,"Carcinoma, Hepatocellular"
4599,NCT04787185,STRAIT-LUC Trial: Stereotactic Radiotherapy (SRT) in Association With Immunotherapy for the Treatment of Brain Metastases From Non-small Cell Lung Cancer (NSCLC): a Multicenter Prospective Observational Study,1.0,Brain Metastases From NSCLC
4600,NCT04788459,"A Phase I/II Study to Assess the Safety and Immunogenicity of COVID-eVax, a Candidate Plasmid DNA Vaccine for COVID-19, in Healthy Adult Volunteers",1.0,COVID-19
4601,NCT04788459,"A Phase I/II Study to Assess the Safety and Immunogenicity of COVID-eVax, a Candidate Plasmid DNA Vaccine for COVID-19, in Healthy Adult Volunteers",1.0,Protection Against COVID-19 and Infections With SARS-CoV- 2
4602,NCT04788459,"A Phase I/II Study to Assess the Safety and Immunogenicity of COVID-eVax, a Candidate Plasmid DNA Vaccine for COVID-19, in Healthy Adult Volunteers",1.0,COVID-19 Immunisation
4603,NCT04789252,Heterogeneity of Dendritic Cells and Other Cells of Myeloid and Lymphoid Origin in Colon and Non-small Cell Lung Cancer,1.0,Non-small Cell Lung Cancer
4604,NCT04790916,"A Double-Blind, Randomized, Parallel-Group, Phase 2 Study to Investigate the Effect of RO7049665 on the Time to Relapse Following Steroid Tapering in Patients With Autoimmune Hepatitis",1.0,Autoimmune Hepatitis
4605,NCT04790916,"A Double-Blind, Randomized, Parallel-Group, Phase 2 Study to Investigate the Effect of RO7049665 on the Time to Relapse Following Steroid Tapering in Patients With Autoimmune Hepatitis",1.0,Autoimmune Chronic Hepatitis
4606,NCT04800497,Finding The Seeds Of Recurrence: The Role Of The Liquid Biopsy To Detect Circulating Tumor Cells As Markers Of Advanced Disease And Prognosis In HCC,1.0,Hepatocellular Carcinoma
4607,NCT04800497,Finding The Seeds Of Recurrence: The Role Of The Liquid Biopsy To Detect Circulating Tumor Cells As Markers Of Advanced Disease And Prognosis In HCC,1.0,Recurrent Hepatocellular Carcinoma
4608,NCT04800497,Finding The Seeds Of Recurrence: The Role Of The Liquid Biopsy To Detect Circulating Tumor Cells As Markers Of Advanced Disease And Prognosis In HCC,1.0,Circulating Tumor Cell
4609,NCT04809467,"A Phase 1b/2a Basket Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Efficacy of Combination Therapy With the Anti CD19 Monoclonal Antibody Tafasitamab and the PI3Kδ Inhibitor Parsaclisib in Adult Participants With Relapsed/Refractory Non Hodgkin Lymphoma or Chronic Lymphocytic Leukemia",1.0,Chronic Lymphocytic Leukemia
4610,NCT04809467,"A Phase 1b/2a Basket Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Efficacy of Combination Therapy With the Anti CD19 Monoclonal Antibody Tafasitamab and the PI3Kδ Inhibitor Parsaclisib in Adult Participants With Relapsed/Refractory Non Hodgkin Lymphoma or Chronic Lymphocytic Leukemia",1.0,Non Hodgkin Lymphoma
4611,NCT04811001,"A Randomised Non-comparative, Phase II Study Investigating the Best Epidermal Growth Factor Receptor Tyrosine Kinase Inhibitor (EGFR-TKI) Sequence in Advanced or Metastatic Non Small-Cell Lung Cancer (NSCLC) Harboring EGFR Mutations",1.0,NSCLC
4612,NCT04812938,Exploiting Pathogenic Tp53 Mutation for Early Diagnosis of Ovarian Cancer by Mean of Papanicolau Test,1.0,Ovarian Cancer
4613,NCT04817826,"TremelImumab aNd Durvalumab Combination For the Non-operatIve Management (NOM) of Microsatellite InstabiliTY (MSI)-High Resectable Gastric or Gastroesophageal Junction Cancer: The Multicentre, Single-arm, Multi-cohort, Phase II INFINITY Study.",1.0,Gastric Cancer
4614,NCT04817826,"TremelImumab aNd Durvalumab Combination For the Non-operatIve Management (NOM) of Microsatellite InstabiliTY (MSI)-High Resectable Gastric or Gastroesophageal Junction Cancer: The Multicentre, Single-arm, Multi-cohort, Phase II INFINITY Study.",1.0,Microsatellite Instability
4615,NCT04818359,"Movement and Health Beyond Care, MoviS: Nutrition and Exercise Educational Programs for Breast Cancer Survivors",1.0,Breast Cancer Survivors
4616,NCT04842409,Cardiological Monitoring and Safety of Ultra-hypofractionated Whole Breast Irradiation After Breast-conserving Surgery for Patients Affected by Breast Cancer: an Observational Prospective Cohort Study,1.0,Breast Cancer
4617,NCT04842409,Cardiological Monitoring and Safety of Ultra-hypofractionated Whole Breast Irradiation After Breast-conserving Surgery for Patients Affected by Breast Cancer: an Observational Prospective Cohort Study,1.0,Radiotherapy Side Effect
4618,NCT04842604,"A MULTI-CENTER CONTINUATION STUDY EVALUATING AZACITIDINE WITH OR WITHOUT GLASDEGIB (PF-04449913) IN PATIENTS WITH PREVIOUSLY UNTREATED ACUTE MYELOID LEUKEMIA, MYELODYSPLASTIC SYNDROME OR CHRONIC MYELOMONOCYTIC LEUKEMIA",1.0,Acute Myeloid Leukemia
4619,NCT04842604,"A MULTI-CENTER CONTINUATION STUDY EVALUATING AZACITIDINE WITH OR WITHOUT GLASDEGIB (PF-04449913) IN PATIENTS WITH PREVIOUSLY UNTREATED ACUTE MYELOID LEUKEMIA, MYELODYSPLASTIC SYNDROME OR CHRONIC MYELOMONOCYTIC LEUKEMIA",1.0,Myelodysplastic Syndrome
4620,NCT04842604,"A MULTI-CENTER CONTINUATION STUDY EVALUATING AZACITIDINE WITH OR WITHOUT GLASDEGIB (PF-04449913) IN PATIENTS WITH PREVIOUSLY UNTREATED ACUTE MYELOID LEUKEMIA, MYELODYSPLASTIC SYNDROME OR CHRONIC MYELOMONOCYTIC LEUKEMIA",1.0,Chronic Myelomonocytic Leukemia
4621,NCT04844866,"A Pivotal Phase II Randomised, Multi-centre, Open-label Study to Evaluate the Efficacy and Safety of MB-CART2019.1 Compared to SoC Therapy in Participants With r/r DLBCL, Who Are Not Eligible for HDC and ASCT",1.0,Diffuse Large B-cell Lymphoma
4622,NCT04849039,"""Pulmonary Microbiota and Related Immunity Role in Predicting Ventilator Associated- Pneumonia (VAP) Development in Mechanical Ventilated Patients""",1.0,Mechanical Ventilation
4623,NCT04854213,PRELUDE-1 (Prospective Evaluation of Radiotherapy-induced Biologic Effects in Colorectal Cancer Oligometastatic Patients With LUng-limited Disease: Evolution of Cancer Genetics and Regulatory Immune Cells),1.0,Colorectal Cancer Metastatic
4624,NCT04864795,Cardiovascular and Renal Treatment in Heart Failure Patients With Hyperkalaemia or at High Risk of Hyperkalaemia (CARE-HK in HF Registry),1.0,Heart Failure
4625,NCT04864795,Cardiovascular and Renal Treatment in Heart Failure Patients With Hyperkalaemia or at High Risk of Hyperkalaemia (CARE-HK in HF Registry),1.0,Hyperkalemia
4626,NCT04865471,Resection And Partial Liver Segmental Transplantation With Delayed Total Hepatectomy as Treatment for Selected Patients With Unresectable Liver Metastases From Colorectal Carcinoma,1.0,Liver Metastases
4627,NCT04867837,"Study of Four-factor Prothrombin Complex Concentrate, OCTAPLEX, in Patients With Acute Major Bleeding on Direct Oral Anticoagulant (DOAC) Therapy With Factor Xa Inhibitor",1.0,Acute Major Bleeding
4628,NCT04867915,Observational Study on the Diagnosis and Management of Chronic Lymphocytic Leukemia (CLL) in Italy by Gruppo Italiano Malattie EMatologiche Dell'Adulto (GIMEMA),1.0,Chronic Lymphocytic Leukemia
4629,NCT04867915,Observational Study on the Diagnosis and Management of Chronic Lymphocytic Leukemia (CLL) in Italy by Gruppo Italiano Malattie EMatologiche Dell'Adulto (GIMEMA),1.0,Small Lymphocytic Lymphoma
4630,NCT04867915,Observational Study on the Diagnosis and Management of Chronic Lymphocytic Leukemia (CLL) in Italy by Gruppo Italiano Malattie EMatologiche Dell'Adulto (GIMEMA),1.0,MBL-CLL - Monoclonal B-Cell Lymphocytosis Chronic Lymphocytic Leukaemia-Type
4631,NCT04867928,A Multicentric Phase 2 Study of Venetoclax and Azacitidine for the Management of Molecular Relapse/Progression in Adult NPM1-MUTATED Acute Myeloid Leukemia,1.0,Acute Myeloid Leukemia
4632,NCT04867928,A Multicentric Phase 2 Study of Venetoclax and Azacitidine for the Management of Molecular Relapse/Progression in Adult NPM1-MUTATED Acute Myeloid Leukemia,1.0,"Acute Myeloid Leukemia, in Relapse"
4633,NCT04867928,A Multicentric Phase 2 Study of Venetoclax and Azacitidine for the Management of Molecular Relapse/Progression in Adult NPM1-MUTATED Acute Myeloid Leukemia,1.0,NPM1 Mutation
4634,NCT04870879,Colorectal Metastasis and Liver Transplantation With Organs From Deceased Donors: an Inductive Padova Center Protocol,1.0,Colorectal Liver Metastases
4635,NCT04870879,Colorectal Metastasis and Liver Transplantation With Organs From Deceased Donors: an Inductive Padova Center Protocol,1.0,Colorectal Adenocarcinoma
4636,NCT04870879,Colorectal Metastasis and Liver Transplantation With Organs From Deceased Donors: an Inductive Padova Center Protocol,1.0,Unresectable Malignant Neoplasm
4637,NCT04871958,"Individualized, Technological Interventions for Diabetes Care in the COVID-19 Ward",1.0,Diabetes Mellitus
4638,NCT04871958,"Individualized, Technological Interventions for Diabetes Care in the COVID-19 Ward",1.0,Covid19
4639,NCT04878133,OCT Guided vs COmplete Pci in patieNts With sT Segment Elevation myocArdial infarCtion and mulTivessel Disease,1.0,Acute Coronary Syndrome
4640,NCT04880356,"Clinical, Instrumental and Laboratory Data Collection of Subjects With Ultra-rare Inherited Metabolic and Degenerative Neurological Diseases",1.0,Inherited Disease
4641,NCT04880356,"Clinical, Instrumental and Laboratory Data Collection of Subjects With Ultra-rare Inherited Metabolic and Degenerative Neurological Diseases",1.0,Rare Diseases
4642,NCT04880356,"Clinical, Instrumental and Laboratory Data Collection of Subjects With Ultra-rare Inherited Metabolic and Degenerative Neurological Diseases",1.0,Metabolic Disease
4643,NCT04880356,"Clinical, Instrumental and Laboratory Data Collection of Subjects With Ultra-rare Inherited Metabolic and Degenerative Neurological Diseases",1.0,Undiagnosed Disease
4644,NCT04880356,"Clinical, Instrumental and Laboratory Data Collection of Subjects With Ultra-rare Inherited Metabolic and Degenerative Neurological Diseases",1.0,Neurologic Disorder
4645,NCT04880356,"Clinical, Instrumental and Laboratory Data Collection of Subjects With Ultra-rare Inherited Metabolic and Degenerative Neurological Diseases",1.0,Neuro-Degenerative Disease
4646,NCT04882475,Biological Insights of First Relapsed-refractory Patients With Mantle Cell Lymphoma: the MANTLE-FIRST BIO Study.,1.0,Mantle Cell Lymphoma
4647,NCT04891055,Prospective Translational Study Investigating Predictors of Outcome in Metastatic Renal Cell Carcinoma Patients Treated With Nivolumab (I-Rene Trial),1.0,Metastatic Renal Cell Carcinoma
