,Trial ID,End Date,Condition
6955,NCT01949220,2017-12-01,Von Willebrand Disease
6956,NCT02002949,2017-12-01,End Stage Renal Disease
6957,NCT02065167,2017-12-01,Avascular Necrosis of the Femoral Head
6958,NCT02093533,2017-12-01,Membranoproliferative Glomerulonephritis
6959,NCT02175446,2017-12-01,Metastatic Breast Cancer
6960,NCT02175446,2017-12-01,Human Epidermal Growth Factor 2 Negative Carcinoma of Breast
6961,NCT02365831,2017-12-01,Metastatic Breast Cancer
6962,NCT02383030,2017-12-01,Metastatic Breast Cancer
6963,NCT02446795,2017-12-01,Renal Cell Carcinoma
6964,NCT02446795,2017-12-01,Kidney Cancer
6965,NCT02623621,2017-12-01,Metastatic Colorectal Cancer
6966,NCT02685787,2017-12-01,Alzheimer's Disease
6967,NCT02783222,2017-12-01,Breast Cancer
6968,NCT02828150,2017-12-01,Neoplasms
6969,NCT02828150,2017-12-01,Parenteral Nutrition
6970,NCT02916654,2017-12-01,Celiac Disease
6971,NCT02916654,2017-12-01,Iron Deficiency Anemia
6972,NCT03194412,2017-12-01,Frailty
6973,NCT03255356,2017-12-01,Respiratory Complication
6974,NCT03255356,2017-12-01,"Respiration, Artificial"
6975,NCT03255356,2017-12-01,"Anesthesia, General"
6976,NCT03255356,2017-12-01,"Bypass, Cardiopulmonary"
6977,NCT03519334,2017-12-01,Employment
6978,NCT04433429,2017-12-01,Hypercholesterolemia
6979,NCT02265744,2017-11-30,Lupus
6980,NCT03263962,2017-11-30,Cardiac Heart Failure Patients
6981,NCT03775252,2017-11-30,Migraine Disorders
6982,NCT00494741,2017-11-29,Kidney Transplant
6983,NCT02711163,2017-11-29,Cow Milk Allergy
6984,NCT02396953,2017-11-28,Acromegaly
6985,NCT03277092,2017-11-28,Blood Drawing Procedure
6986,NCT03157297,2017-11-24,Atrioventricular Conduction Block
6987,ISRCTN12559751,2017-11-23,Total hip arthroplasty for osteoarthritis or aseptic necrosis of the femoral head
6988,NCT02374099,2017-11-21,Breast Neoplasms
6989,NCT03601520,2017-11-15,Diffusion Limitation of Pulmonary Gas Exchange in Systemic Sclerosis
6990,NCT00805194,2017-11-13,"Carcinoma, Non-Small-Cell Lung"
6991,NCT01856491,2017-11-13,Tachycardia
6992,NCT01856491,2017-11-13,Ventricular Fibrillation
6993,NCT01856491,2017-11-13,Ventricular Flutter
6994,NCT02685683,2017-11-09,Crohn's Disease
6995,2014-001956-52,2017-11-08,Renal cell carcinomas
6996,NCT02122003,2017-11-08,Metastatic Renal Cell Carcinoma
6997,NCT03456401,2017-11-08,Renal Cancer Cell
6998,NCT01737398,2017-11-07,FAP
6999,NCT01737398,2017-11-07,Familial Amyloid Polyneuropathy
7000,NCT01737398,2017-11-07,TTR
7001,NCT01737398,2017-11-07,Transthyretin
7002,NCT01737398,2017-11-07,Amyloidosis
7003,NCT01872689,2017-11-06,Idiopathic Pulmonary Fibrosis
7004,NCT00974311,2017-11-02,Castration-Resistant Prostate Cancer
7005,NCT01761292,2017-11-01,Duchenne Muscular Dystrophy (DMD)
7006,NCT01834157,2017-11-01,Systemic Sclerosis
7007,NCT01834157,2017-11-01,Arthritis
7008,NCT02116504,2017-11-01,Rheumatoid Arthritis
7009,NCT02116504,2017-11-01,Juvenile Idiopathic Arthritis
7010,NCT02325232,2017-11-01,Small Intestine Cancer
7011,NCT02325232,2017-11-01,Celiac Disease
7012,NCT02949791,2017-11-01,Pseudomyxoma Peritonei
7013,NCT02949791,2017-11-01,Colorectal Cancer
7014,NCT03005535,2017-11-01,Atherosclerosis
7015,NCT03353311,2017-11-01,Colon Cancer
7016,NCT03353311,2017-11-01,"Diverticulum, Colon"
7017,NCT01156883,2017-10-31,Leukemia
7018,NCT01461057,2017-10-31,Gastric Cancer
7019,NCT02003274,2017-10-31,Type 1 Diabetes Mellitus
7020,NCT03338439,2017-10-31,Diabetes Mellitus
7021,ACTRN12616001501437,2017-10-30,Diaphragm ultrasound assessmentRespiratory Muscles
7022,NCT03261466,2017-10-30,"Obesity, Childhood"
7023,NCT01801111,2017-10-27,Non-Small-Cell Lung Carcinoma
7024,NCT03946176,2017-10-27,Hemodialysis
7025,NCT00413699,2017-10-26,"Arthritis, Rheumatoid"
7026,NCT04338451,2017-10-25,Urolithiasis
7027,NCT01639664,2017-10-23,"Shock, Septic"
7028,NCT03076060,2017-10-23,Migraine
7029,NCT03076060,2017-10-23,Overweight and Obesity
7030,NCT03082989,2017-10-20,Myocardial Ischemia
7031,NCT01377246,2017-10-18,Autosomal Dominant Polycystic Kidney Disease
7032,NCT03316534,2017-10-12,HIV-infected Patients
7033,NCT02337907,2017-10-10,Alzheimer Disease
7034,NCT01930786,2017-10-09,Muscle Spasticity
7035,NCT03353623,2017-10-09,Cerebral Palsy
7036,NCT03353623,2017-10-09,Dyspraxia
7037,NCT02785900,2017-10-03,Acute Myeloid Leukemia
7038,NCT02098200,2017-10-01,Tricuspid Regurgitation
7039,NCT02238509,2017-10-01,Metastatic Breast Cancer
7040,NCT02244021,2017-10-01,Relapsed/Refractory Hodgkin's Lymphoma
7041,NCT02259335,2017-10-01,Patients With Acute Hypercapnic Respiratory Failure
7042,NCT02264626,2017-10-01,Acute Hypercapnic Respiratory Failure
7043,NCT02772913,2017-10-01,Acute Mesenteric Ischemia
7044,NCT02890121,2017-10-01,Systemic Autoimmune Diseases
7045,NCT02890147,2017-10-01,Healthy Subjects
7046,NCT02731820,2017-09-30,Osteopenia
7047,NCT02731820,2017-09-30,"Bone Disease, Metabolic"
7048,NCT03281525,2017-09-30,Ventricular Dysfunction
7049,NCT05019989,2017-09-30,Breast Cancer Invasive
7050,NCT02293460,2017-09-29,Chronic Inflammatory Demyelinating Polyradiculoneuropathy
7051,NCT02654379,2017-09-29,Off-Label Use
7052,NCT01753349,2017-09-25,Cervical Dystonia
7053,NCT01901432,2017-09-25,Polycythemia Vera
7054,NCT01741025,2017-09-24,Sacroiliac Joint Pain
7055,NCT01825512,2017-09-21,Chronic Iron Overload
7056,NCT01993186,2017-09-20,Glucose Transporter Type 1 Deficiency Syndrome (Glut1 DS)
7057,NCT02178956,2017-09-20,Gastric Cancer
7058,NCT02178956,2017-09-20,Gastroesophageal Junction Cancer
7059,NCT02580591,2017-09-20,"Diabetes Mellitus, Type 1"
7060,NCT02689492,2017-09-15,"Pulmonary Disease, Chronic Obstructive"
7061,NCT03356535,2017-09-15,Hepatocellular Carcinoma
7062,NCT02532764,2017-09-14,Cystic Fibrosis
7063,NCT01662050,2017-09-11,Mantle Cell Lymphoma
7064,NCT00375674,2017-09-07,Kidney Neoplasms
7065,NCT00963105,2017-09-05,Relapsed or Refractory Chronic Lymphocytic Leukemia
7066,ISRCTN41201864,2017-09-01,Palliative care (advanced stage cancer patients)
7067,NCT00103168,2017-09-01,Gastrointestinal Stromal Tumor
7068,NCT01504893,2017-09-01,Acute Respiratory Distress Syndrome
7069,NCT01851200,2017-09-01,Germ Cell Cancer
7070,NCT02271464,2017-09-01,Metastatic Colorectal Cancer
7071,NCT02594163,2017-09-01,Diffuse Large B-cell Lymphoma Refractory
7072,NCT02594163,2017-09-01,Follicular B-cell Non-Hodgkin's Lymphoma
7073,NCT02949765,2017-09-01,Celiac Disease
7074,NCT02949765,2017-09-01,Iron Deficiency (Without Anemia)
7075,NCT03557567,2017-09-01,Multiple Osteochondroma
7076,NCT03557567,2017-09-01,Osteogenesis Imperfecta
7077,NCT01188356,2017-08-31,Atrial Arrhythmia
7078,NCT03583502,2017-08-31,Breast Milk Expression
7079,UMIN000008259,2017-08-31,Patients with implanted dual-chamber Pacemakers
7080,NCT01311687,2017-08-29,Multiple Myeloma
7081,NCT02005887,2017-08-25,Breast Cancer Invasive Nos
7082,NCT00988156,2017-08-24,Partial Epilepsy in Children and Adolescents
7083,NCT01307423,2017-08-16,Psoriatic Arthritis
7084,NCT02258581,2017-08-14,Chronic Hepatitis B
7085,NCT01026142,2017-08-07,Breast Cancer
7086,ISRCTN78807934,2017-08-03,Gastrointestinal-Functional Constipation
7087,NCT00987389,2017-08-01,Granulomatosis With Polyangiitis (Wegener's) (GPA)
7088,NCT00987389,2017-08-01,Microscopic Polyangiitis (MPA)
7089,NCT01768702,2017-08-01,Heart Failure
7090,NCT02460640,2017-08-01,Acute Pain
7091,NCT02460640,2017-08-01,Chronic Pain
7092,NCT02951182,2017-08-01,Cystic Fibrosis
7093,NCT03244735,2017-08-01,Chronic Cluster Headache
7094,NCT03433365,2017-08-01,Multiple Myeloma
7095,ISRCTN13800424,2017-07-31,Glaucoma
7096,ISRCTN64979094,2017-07-31,Prostate cancer
7097,NCT01303796,2017-07-31,Acute Myeloid Leukemia
7098,NCT02411084,2017-07-31,Graft vs Host Disease
7099,NCT02808390,2017-07-31,Ulcerative Colitis
7100,NCT03219931,2017-07-31,"Colic, Infantile"
7101,NCT03219931,2017-07-31,Probiotic
7102,NCT03219931,2017-07-31,Gut Microbiome
7103,NCT03219931,2017-07-31,Bifidobacterium Breve
7104,ISRCTN58986947,2017-07-30,Healthcare associated infections.
7105,ISRCTN75290225,2017-07-30,First stroke patients with mild/moderate to severe disability
7106,NCT02317562,2017-07-28,Chronic Inflammatory Demyelinating Polyradiculoneuropathy
7107,NCT00773513,2017-07-27,Chronic Renal Anemia
7108,NCT02843659,2017-07-24,Sjögren's Syndrome
7109,NCT02417610,2017-07-20,Osteoarthritis
7110,NCT00004179,2017-07-19,Lymphoma
7111,NCT01359969,2017-07-17,Hereditary Angioedema
7112,NCT03195153,2017-07-15,Diabetes Mellitus Type 2 Platelets Reactivity Statin
7113,NCT00382018,2017-07-11,Breast Cancer
7114,NCT02537691,2017-07-10,Asthma
7115,NCT04496492,2017-07-06,Breast Cancer
7116,ISRCTN18137204,2017-07-05,"Patients after supratentorial stroke with neurogenic dysphagia who need mechanical ventilation support initially but are weaned from this support and who are tracheotomised thereafter to reduce potential complications, but the tracheal tube cannot be removed due to ongoing swallowing problems and risks for penetration and aspiration of saliva"
7117,NCT01429714,2017-07-01,Postthrombotic Syndrome
7118,NCT01630733,2017-07-01,Non-Small Cell Lung Cancer
7119,NCT01853436,2017-07-01,Patients With Breast Cancer Requiring Mastectomy and Suitable for Reconstruction
7120,NCT02095600,2017-07-01,Severe Upper Limb Tremor Refractory to Medical Therapy
7121,NCT02283970,2017-07-01,Bicuspid Aortic Valve
7122,NCT02283970,2017-07-01,Aortic Regurgitation
7123,NCT02283970,2017-07-01,Aortic Dilatation
7124,NCT02508623,2017-07-01,Liver Cirrhosis
7125,NCT02508623,2017-07-01,Portal Hypertension
7126,NCT02607878,2017-07-01,Cardiac Arrest
7127,NCT02607878,2017-07-01,Comatose
7128,NCT02698969,2017-07-01,Post-operative Residual Curarization
7129,NCT02709681,2017-07-01,Sickle Cell Disease
7130,NCT03005769,2017-07-01,Schizophrenia
7131,NCT03022994,2017-07-01,Non-celiac Wheat Sensitivity
7132,NCT03145987,2017-07-01,Cognitive Decline
7133,NCT03145987,2017-07-01,Neurophysiologic Abnormality
7134,NCT03162263,2017-07-01,Stroke
7135,NCT03503760,2017-07-01,Fibromyalgia
7136,NCT01590589,2017-06-30,Huntington Disease
7137,NCT01590589,2017-06-30,Huntington's Disease
7138,NCT01767857,2017-06-30,Metastatic Colorectal Cancer
7139,NCT01814488,2017-06-30,Acute Leukemia
7140,NCT03131284,2017-06-30,"Obesity, Childhood"
7141,NCT03171753,2017-06-30,Anxiety State
7142,NCT03200886,2017-06-30,Osteoarthritis Thumb
7143,NCT03212248,2017-06-30,"Difference, Individual"
7144,NCT03212248,2017-06-30,Community-acquired Pneumonia
7145,NCT03212248,2017-06-30,Ultrasound
7146,NCT01286779,2017-06-29,Hemophilia B
7147,NCT01928537,2017-06-29,Myelodysplastic Syndromes
7148,NCT01928537,2017-06-29,Refractory Anemia With Excess Blasts
7149,NCT01928537,2017-06-29,Chronic Myelomonocytic Leukemia
7150,NCT01928537,2017-06-29,Cytopenia
7151,NCT01603628,2017-06-28,Pediatrics
7152,NCT01603628,2017-06-28,Muscle Spasticity
7153,NCT01603628,2017-06-28,Cerebral Palsy
7154,NCT03555773,2017-06-28,Crohn Disease
7155,NCT03555773,2017-06-28,Perianal Fistula
7156,NCT01455675,2017-06-27,Cystic Fibrosis
7157,NCT01938846,2017-06-22,Neoplasms
7158,NCT02381054,2017-06-22,Cancer
7159,ISRCTN60434145,2017-06-21,Age-related macular degeneration (AMD)
7160,NCT03637894,2017-06-21,Innate Immunity
7161,NCT03637894,2017-06-21,Newborns
7162,NCT03637894,2017-06-21,Nutrition
7163,NCT03637894,2017-06-21,Microbiota
7164,ISRCTN15143752,2017-06-20,Gastroesophageal reflux
7165,NCT00722137,2017-06-17,Mantle Cell Lymphoma
7166,NCT05315466,2017-06-16,Lumbar Spinal Stenosis
7167,NCT01367665,2017-06-14,Basal Cell Carcinoma
7168,NCT03465670,2017-06-14,Surgical Flaps
7169,NCT03465670,2017-06-14,Wound Healing
7170,NCT03465670,2017-06-14,Gingiva
7171,NCT01904292,2017-06-13,Juvenile Idiopathic Arthritis
7172,NCT02875912,2017-06-12,"Stress Disorders, Post-Traumatic"
7173,NCT02875912,2017-06-12,Depression
7174,NCT02875912,2017-06-12,Anxiety
7175,EUPAS7534,2017-06-08,Acute myeloid leukaemia
7176,EUPAS7534,2017-06-08,Acute lymphocytic leukaemia
7177,EUPAS7534,2017-06-08,Fungal infection
7178,NCT01183494,2017-06-02,Metastatic Colorectal Cancer
7179,NCT02456103,2017-06-02,Cystic Fibrosis
7180,NCT01553526,2017-06-01,Coronary Artery Disease
7181,NCT01553526,2017-06-01,Myocardial Ischemia
7182,NCT01803295,2017-06-01,"Carcinoma of Urinary Bladder, Superficial"
7183,NCT02090205,2017-06-01,Respiratory Failure
7184,NCT02090205,2017-06-01,Pneumothorax
7185,NCT02090205,2017-06-01,Atelectasis
7186,NCT02090205,2017-06-01,Aspiration Pneumonia
7187,NCT02090205,2017-06-01,Bronchospasm
7188,NCT02180113,2017-06-01,Cirrhosis
7189,NCT02184182,2017-06-01,Liver Tumors
7190,NCT02213744,2017-06-01,Breast Cancer
7191,NCT02213744,2017-06-01,HER2 Positive Breast Cancer
7192,NCT02396264,2017-06-01,Polycystic Ovary Syndrome
7193,NCT02397174,2017-06-01,Polycystic Ovary Syndrome
7194,NCT02465255,2017-06-01,Abdominal Pain
7195,NCT02718729,2017-06-01,Anastomotic Leakage
7196,NCT02918526,2017-06-01,Intubation Complication
7197,NCT02918526,2017-06-01,Hemodynamic Instability
7198,NCT03013374,2017-06-01,PreTerm Birth
7199,NCT03013374,2017-06-01,Human Milk
7200,NCT03196700,2017-06-01,Palliative Care
7201,NCT03586388,2017-06-01,"Hypersensitivity, Milk"
7202,NCT03884894,2017-06-01,Sepsis
7203,NCT00276640,2017-05-31,Primary Central Nervous System Neoplasms
7204,NCT01702558,2017-05-31,Breast Cancer
7205,NCT01702558,2017-05-31,Gastric Cancer
7206,NCT03389789,2017-05-31,Analgesia
7207,NCT01887717,2017-05-23,Hepatocellular Carcinoma
7208,NCT02293863,2017-05-23,Influenza
7209,NCT03169595,2017-05-17,Epithelioid Hemangioma of Bone
7210,NCT03169595,2017-05-17,Epithelioid Hemangioma
7211,NCT02598193,2017-05-16,Idiopathic Pulmonary Fibrosis
7212,ISRCTN17721852,2017-05-15,Malignant soft tissue sarcoma
7213,NCT01186809,2017-05-15,Hematologic Malignancies
7214,NCT02500641,2017-05-10,Gout
7215,NCT01860638,2017-05-05,Glioblastoma
7216,NCT00545532,2017-05-02,"Influenza, Human"
7217,NCT02550873,2017-05-02,Idiopathic Pulmonary Fibrosis
7218,NCT01074658,2017-05-01,Severe Aortic Stenosis
7219,NCT01112566,2017-05-01,Mitral Valve Insufficiency
7220,NCT01925612,2017-05-01,"Lymphoma, B-cell"
7221,NCT01925612,2017-05-01,"Lymphoma, Large B-cell, Diffuse"
7222,NCT02004873,2017-05-01,Class I or II Indication for Implantation of a Single Chamber Ventricular Pacemaker According to ACC/AHA/HRS 2001 Guidelines and Any National Guidelines
7223,NCT02049905,2017-05-01,"Metastatic, Locally Advanced or Unresectable Soft Tissue Sarcoma"
7224,NCT02184871,2017-05-01,Intrahepatic Cholangiocarcinoma
7225,NCT02435030,2017-05-01,"Niemann-Pick Disease, Type C"
7226,NCT02515032,2017-05-01,Cachexia
7227,NCT02515032,2017-05-01,NSCLC
7228,NCT02772835,2017-05-01,Respiratory Distress Syndrome
7229,NCT02772835,2017-05-01,Preterm Birth
7230,NCT02777307,2017-05-01,Efficacy of Hemopatch in Controlling of Postoperative Bleeding or Reducing of Postperative Morbidity After Laparoscopic Cholecistectomy
7231,NCT02786121,2017-05-01,Hip Osteoarthritis
7232,NCT02793726,2017-05-01,Prostheses and Implants
7233,NCT02879370,2017-05-01,Anastomotic Leak
7234,NCT02907840,2017-05-01,Acute Respiratory Failure
7235,NCT02927717,2017-05-01,Grade 3b Follicular Lymphoma
7236,NCT02249702,2017-04-30,Leiomyosarcoma
7237,NCT02602067,2017-04-30,Breast Neoplasm
7238,NCT02602067,2017-04-30,Head and Neck Neoplasm
7239,NCT02602067,2017-04-30,Skin Neoplasm
7240,NCT02602067,2017-04-30,Respiratory Tract Neoplasm
7241,NCT02602067,2017-04-30,Urogenital Neoplasm
7242,NCT02602067,2017-04-30,Digestive System Neoplasm
7243,NCT02602067,2017-04-30,Pancreatic Neoplasm
7244,NCT02602067,2017-04-30,Connective and Soft Tissue Neoplasm
7245,NCT02602067,2017-04-30,"Lymphoma, Non-Hodgkin"
7246,NCT02959099,2017-04-30,Atherosclerosis
7247,NCT03061747,2017-04-30,"Defibrillators, Implantable"
7248,NCT03061747,2017-04-30,Heart Failure With Reduced Ejection Fraction
7249,NCT03061747,2017-04-30,Arrythmia
7250,NCT03061747,2017-04-30,Pacemaker
7251,NCT03459209,2017-04-30,Lipid Depletion
7252,NCT03459209,2017-04-30,Human Milk
7253,NCT03459209,2017-04-30,Tube Feeding
7254,NCT03557528,2017-04-30,Rectosigmoid Adenocarcinoma
7255,NCT02247869,2017-04-29,Hodgkin Lymphoma
7256,NCT02083653,2017-04-26,Metastatic Colorectal Cancer
7257,NCT02269943,2017-04-20,Nasopharyngeal Neoplasms
7258,NCT02836418,2017-04-18,Facioscapulohumeral Muscular Dystrophy
7259,NCT02836418,2017-04-18,Limb Girdle Muscular Dystrophy
7260,NCT02047734,2017-04-13,Relapsing Multiple Sclerosis
7261,NCT02076659,2017-04-13,Rheumatoid Arthritis
7262,NCT02135614,2017-04-12,Respiratory Syncytial Virus Infection
7263,NCT03449875,2017-04-11,Abdominal Aortic Aneurysm
7264,NCT01526694,2017-04-08,Multiple Myeloma
7265,NCT01435356,2017-04-07,Urinary Bladder Neoplasms
7266,NCT02259582,2017-04-07,Nonsquamous Nonsmall Cell Neoplasm of Lung
7267,NCT01975389,2017-04-03,Cardiovascular Disease
7268,NCT03862144,2017-04-03,Chemotherapy-induced Nausea and Vomiting
7269,NCT01140399,2017-04-01,Acute Decompensated Heart Failure
7270,NCT01486797,2017-04-01,Chronic Lymphocytic Leukemia
7271,NCT01523834,2017-04-01,Diffuse Large B-cell Lymphoma
7272,NCT02061462,2017-04-01,Disorders Related to Lung Transplantation
7273,NCT02061462,2017-04-01,Graft Failure
7274,NCT03053986,2017-04-01,Endothelial Dysfunction
7275,NCT00072293,2017-03-31,Breast Cancer
7276,NCT02476942,2017-03-31,Hemophilia A
7277,NCT02086656,2017-03-30,Colorectal Cancer Liver Metastases
7278,NCT01696474,2017-03-27,Refractory Cold Agglutinin Disease
7279,NCT01975376,2017-03-22,Cardiovascular Disease
7280,NCT02495454,2017-03-22,CD20 Positive Diffuse Large B-cell Lymphoma
7281,NCT02495454,2017-03-22,Elderly Unfit Patients
7282,NCT02273973,2017-03-13,Breast Cancer
7283,NCT01462253,2017-03-11,Acute Lymphoblastic Leukemia
7284,ISRCTN14633165,2017-03-10,"Basal cell carcinoma (any type): local, locally-advanced, metastatic"
7285,EUPAS5440,2017-03-07,HIV test positive
7286,NCT00297193,2017-03-01,Crohn Disease
7287,NCT00480272,2017-03-01,Rheumatoid Arthritis
7288,NCT00916409,2017-03-01,Glioblastoma Multiforme
7289,NCT00994097,2017-03-01,Non-small Cell Lung Cancer
7290,NCT01011920,2017-03-01,Central Nervous System Lymphoma
7291,NCT01191801,2017-03-01,Acute Myeloid Leukemia
7292,NCT01290146,2017-03-01,Advanced Chronic Heart Failure
7293,NCT01405573,2017-03-01,Advanced Adult Hepatocellular Carcinoma
7294,NCT01773746,2017-03-01,Extreme Prematurity - Less Than 28 Weeks
7295,NCT01876927,2017-03-01,Gastric Cancer
7296,NCT01876927,2017-03-01,Locally Advanced Malignant Neoplasm
7297,NCT02139891,2017-03-01,Heart Failure
7298,NCT02458508,2017-03-01,Glioblastoma
7299,NCT02554006,2017-03-01,Myocardial Ischemia
7300,NCT02554006,2017-03-01,Hemorrhage
7301,NCT02554006,2017-03-01,Quality of Life
7302,NCT02554006,2017-03-01,Platelet Aggregation Inhibitors
7303,NCT02595619,2017-03-01,Acute Kidney Injury
7304,NCT02686034,2017-03-01,Migraine
7305,NCT02698618,2017-03-01,"Diabetes Mellitus, Type 2"
7306,NCT02760147,2017-03-01,Artificial Respiration
7307,NCT02810288,2017-03-01,Paediatric Airway Management
7308,NCT01836510,2017-02-28,Heart Failure
7309,NCT00944567,2017-02-27,Primary Mediastinal B-Cell Lymphoma
7310,NCT02608411,2017-02-21,"Carcinoma, Small Cell"
7311,NCT03069053,2017-02-20,"Interstitial Cystitis, Chronic"
7312,NCT03069053,2017-02-20,Painful Bladder Syndrome
7313,NCT02291237,2017-02-17,Hypertrophic Cardiomyopathy
7314,NCT03065491,2017-02-17,Hypercholesterolemia
7315,NCT02777970,2017-02-14,Acute Pain
7316,NCT02034279,2017-02-10,Advanced Chronic Liver Disease
7317,NCT02034279,2017-02-10,Urinary Infection
7318,NCT02034279,2017-02-10,Pneumonia
7319,NCT02034279,2017-02-10,Cholangitis
7320,NCT02034279,2017-02-10,Other Bacterial Diseases
7321,NCT02587260,2017-02-10,Cardiovascular Diseases
7322,NCT01212770,2017-02-09,Psoriatic Arthritis
7323,NCT02100228,2017-02-08,Atrial Fibrillation
7324,NCT04462445,2017-02-08,Metastatic Renal Cell Carcinoma
7325,NCT01737177,2017-02-02,Mantle Cell Lymphoma
7326,NCT02134353,2017-02-01,Cystic Fibrosis
7327,NCT02366975,2017-02-01,Prostatic Hyperplasia
7328,NCT02366975,2017-02-01,Lower Urinary Tract Symptoms
7329,NCT02366975,2017-02-01,Hypogonadism
7330,NCT02389010,2017-02-01,Diabetic Foot Ulcers
7331,NCT02670317,2017-02-01,"Lymphoma, B-Cell"
7332,NCT03149289,2017-02-01,"Hepatitis C, Chronic"
7333,NCT03149289,2017-02-01,Hemoglobinopathies
7334,NCT03416647,2017-02-01,Superior Mesenteric Artery Syndrome
7335,NCT03612635,2017-02-01,Cardiac Implantable Electronic Device Complications
7336,ISRCTN73316039,2017-01-31,Benign prostatic hyperplasia (BPH)/lower urinary tract symptoms (LUTS)
7337,NCT01378962,2017-01-31,Non-Squamous Non-Small Cell Lung Cancer
7338,NCT01727297,2017-01-30,Atrial Fibrillation
7339,NCT01767155,2017-01-30,Endometrial Cancer
7340,NCT02548065,2017-01-30,Fibromyalgia Syndrome
7341,NCT02888392,2017-01-30,Irritable Bowel Syndrome
7342,NCT03040882,2017-01-30,Flat Foot
7343,NCT02006693,2017-01-26,Primary Open Angle Glaucoma
7344,NCT01212757,2017-01-25,Psoriatic Arthritis
7345,NCT00950300,2017-01-24,Breast Cancer
7346,NCT02716194,2017-01-17,Hemophilia A
7347,NCT03060486,2017-01-17,Blood Contamination of Root Canal During Endodontic Therapy
7348,NCT01741532,2017-01-11,Pantothenate Kinase-Associated Neurodegeneration
7349,NCT03670992,2017-01-10,Renal Cell Carcinoma
7350,NCT03670992,2017-01-10,"Metastases, Neoplasm"
7351,NCT01564784,2017-01-04,Acute Lymphoblastic Leukemia
7352,NCT01672879,2017-01-03,Liver Fibrosis Due to NASH
7353,NCT02626689,2017-01-03,Beta-Thalassemia
7354,NCT01867125,2017-01-02,Asthma
7355,NCT01868061,2017-01-02,Asthma
7356,NCT01399931,2017-01-01,Hodgkin's Lymphoma
7357,NCT01466179,2017-01-01,Acute Lymphoblastic Leukemia
7358,NCT01522170,2017-01-01,Atypical Hemolytic Uremic Syndrome
7359,NCT01935154,2017-01-01,Non-small Cell Lung Cancer Metastatic
7360,NCT02318368,2017-01-01,Non-small Cell Lung Cancer
7361,NCT02357823,2017-01-01,HIV
7362,NCT02357823,2017-01-01,Pneumococcal Infections
7363,NCT02394496,2017-01-01,Metastatic Breast Cancer
7364,NCT02491398,2017-01-01,Chronic Lymphocytic Leukemia
7365,NCT02519608,2017-01-01,Coronary Artery Disease
7366,NCT02519608,2017-01-01,Chronic Obstructive Pulmonary Disease
7367,NCT02590926,2017-01-01,"Fractional Flow Reserve, Myocardial"
7368,NCT02851953,2017-01-01,Cervix Uteri Dilation
7369,NCT02901262,2017-01-01,Coma
7370,NCT02901262,2017-01-01,Traumatic Brain Injury
7371,NCT02901262,2017-01-01,Subarachnoid Hemorrhage
7372,NCT02901262,2017-01-01,Ischemic Stroke
7373,NCT02946827,2017-01-01,Celiac Disease
7374,ACTRN12616000529448,2016-12-31,Critical illnessHemodynamic statusFluid responsiveness
7375,ISRCTN63060594,2016-12-31,Soft tissue tumors around the knee joint
7376,NCT01814475,2016-12-31,Myelofibrosis
7377,NCT02066675,2016-12-31,Metastatic and Locally Advanced Soft Tissue Tumor Patients Unfit to Receive
7378,NCT02066675,2016-12-31,Standard Chemotherapy
7379,NCT03317171,2016-12-31,Muscular Dystrophies
7380,NCT03317171,2016-12-31,Muscle Inflammation
7381,NCT02143999,2016-12-30,Malignant Melanoma
7382,NCT02414243,2016-12-30,Cow's Milk Allergy
7383,NCT01672866,2016-12-29,Liver Fibrosis Due to NASH
7384,NCT01875003,2016-12-28,Asthma
7385,NCT02465450,2016-12-28,Cystic Fibrosis
7386,NCT01210495,2016-12-20,Hepatocellular Carcinoma
7387,NCT02279862,2016-12-15,Prostate Cancer
7388,NCT01959919,2016-12-12,Hemophilia A
7389,NCT02603562,2016-12-12,Facioscapulohumeral Muscular Dystrophy (FSHD)
7390,NCT01298700,2016-12-06,Glaucoma
7391,NCT01298700,2016-12-06,Ocular Hypertension
7392,NCT00004917,2016-12-01,Anemia
7393,NCT00004917,2016-12-01,Head and Neck Cancer
7394,NCT00768287,2016-12-01,Hemophilia B
7395,NCT01046994,2016-12-01,Type 2 Diabetes Mellitus
7396,NCT01046994,2016-12-01,Bariatric Surgery
7397,NCT01046994,2016-12-01,Biliopancreatic Diversion
7398,NCT01055197,2016-12-01,Lung Cancer
7399,NCT01148329,2016-12-01,Coronary Heart Disease
7400,NCT01250223,2016-12-01,"Lymphoma, Follicular"
7401,NCT01358071,2016-12-01,Ovarian Cancer
7402,NCT01433094,2016-12-01,Patient Non-Compliance
7403,NCT01433094,2016-12-01,Schizophrenia and Related Disorders
7404,NCT01481545,2016-12-01,Rectal Cancer
7405,NCT01510613,2016-12-01,Primary Amyloidosis of Light Chain Type
7406,NCT01681563,2016-12-01,Chronic Lymphocytic Leukemia
7407,NCT01683669,2016-12-01,Acute Lung Injury (ALI)
7408,NCT01683669,2016-12-01,Acute Distress Respiratory Syndrome (ARDS)
7409,NCT01989884,2016-12-01,Glioblastoma
7410,NCT02063256,2016-12-01,Male Subfertility
7411,NCT02063256,2016-12-01,Oligospermia
7412,NCT02063256,2016-12-01,Asthenospermia
7413,NCT02063256,2016-12-01,Teratospermia
7414,NCT02086136,2016-12-01,Aortic Dissection
7415,NCT02118168,2016-12-01,HIV Infection
